id,employeename,jobtitle,basepay,overtimepay,otherpay,benefits,year,status,total_compensation,is_executive,job_level
2159,Employee_2159,RECREATION LEADER,79596.05,28154.94,3089.93,36778.18,2019,FT,110840.91993164063,False,Medium
2160,Employee_2160,GENERAL LABORER,43195.83,8147.69,3451.26,16558.16,2023,PT,54794.78000976563,False,Standard
2161,Employee_2161,ANIMAL CARE ATTENDANT,69976.6,4598.03,2904.24,25935.65,2020,FT,77478.86999023438,False,Medium
2162,Employee_2162,DEPUTY SHERIFF,80184.96,3787.18,1727.71,,2019,FT,85699.8499609375,False,Medium
2165,Employee_2165,CHIEF INVESTMENT OFFICER,209225.92,0.0,9438.21,54808.06,2020,FT,218664.1299609375,True,High
2167,Employee_2167,CUSTODIAN,49558.26,14668.1,1382.46,24294.25,2022,FT,65608.8199609375,False,Standard
2168,Employee_2168,RECREATION LEADER,52444.88,11483.0,2555.69,17679.01,2019,FT,66483.56994140625,False,Standard
2169,Employee_2169,ACCOUNTANT INTERN,102123.98,3047.0,4318.05,41280.05,2020,FT,109489.0298046875,False,Medium
2170,Employee_2170,CHIEF INVESTMENT OFFICER,163524.79,0.0,951.89,59956.98,2019,FT,164476.68001464845,True,High
2171,Employee_2171,TRANSIT OPERATOR,67289.44,0.0,2485.43,,2022,FT,69774.86993164063,False,Standard
2172,Employee_2172,SENIOR ENGINEER,91950.55,0.0,1117.19,26690.16,2021,FT,93067.73994140625,False,Medium
2173,Employee_2173,CHIEF INVESTMENT OFFICER,96604.43,0.0,3626.28,29389.15,2023,FT,100230.71002929687,True,Medium
2175,Employee_2175,FIREFIGHTER,62401.96,10154.12,2348.03,21493.4,2020,FT,74904.11002929688,False,Standard
2176,Employee_2176,ANIMAL CARE ATTENDANT,64798.47,0.0,3610.5,20440.83,2019,PT,68408.97,False,Standard
2177,Employee_2177,REGISTERED NURSE,82175.8,0.0,1332.35,32536.93,2020,FT,83508.14997558594,False,Medium
2178,Employee_2178,CHIEF OF POLICE,119232.18,0.0,87.34,42883.35,2021,FT,119319.51999633788,True,Medium
2179,Employee_2179,HEAD LIBRARIAN,97951.02,8407.07,515.8,38518.54,2019,FT,106873.88998779297,True,Medium
2180,Employee_2180,SENIOR CLERK,91274.96,905.52,2412.44,37211.95,2021,FT,94592.91994140626,False,Medium
2181,Employee_2181,ASSISTANT MEDICAL EXAMINER,85907.11,0.0,3453.36,22417.78,2023,FT,89360.47010742188,False,Medium
2183,Employee_2183,DIRECTOR OF PUBLIC WORKS,138906.53,1190.07,392.74,48988.08,2022,FT,140489.33999023438,True,Medium
2184,Employee_2184,HEAD LIBRARIAN,129099.43,0.0,3040.36,41721.91,2023,FT,132139.79010742187,True,Medium
2185,Employee_2185,HEAD LIBRARIAN,99004.38,2669.09,1230.12,,2022,PT,102903.58999511719,True,Medium
2187,Employee_2187,CUSTODIAN,83079.72,8531.61,3968.32,24569.79,2023,FT,95579.65006835938,False,Medium
2189,Employee_2189,SENIOR CLERK,54011.66,9534.73,2236.98,21995.96,2023,FT,65783.36998046875,False,Standard
2190,Employee_2190,DIRECTOR OF PUBLIC WORKS,107845.63,804.44,447.84,,2020,FT,109097.9099963379,True,Medium
2191,Employee_2191,GENERAL LABORER,68342.06,0.0,1112.2,20651.8,2022,PT,69454.25995117187,False,Standard
2192,Employee_2192,ELECTRICAL TRANSIT SYSTEM MECHANIC,59790.84,0.0,2038.29,15676.17,2023,FT,61829.1300390625,False,Standard
2193,Employee_2193,CUSTODIAN,99634.71,0.0,3441.42,39513.98,2021,PT,103076.129921875,False,Medium
2194,Employee_2194,FIREFIGHTER,79596.78,11508.76,2293.28,36367.7,2019,FT,93398.82002929687,False,Medium
2195,Employee_2195,HEAD LIBRARIAN,146195.25,11923.03,6914.2,53189.69,2020,PT,165032.4801953125,True,High
2196,Employee_2196,RECREATION LEADER,75268.51,0.0,4114.32,,2021,PT,79382.82982421874,False,Medium
2197,Employee_2197,CUSTODIAN,71627.76,126.85,1678.15,24756.44,2023,FT,73432.76002441406,False,Standard
2198,Employee_2198,SOCIAL WORKER,51268.04,0.0,4214.84,16500.02,2023,FT,55482.87984375,False,Standard
2199,Employee_2199,ASSISTANT DEPUTY CHIEF 2,126429.46,0.0,2145.99,35663.34,2021,FT,128575.44999023438,True,Medium
2200,Employee_2200,POLICE OFFICER 3,70261.08,0.0,2135.58,,2023,PT,72396.660078125,False,Standard
2201,Employee_2201,GENERAL LABORER,42657.72,1770.16,5889.09,13932.18,2021,FT,50316.969843750005,False,Standard
2202,Employee_2202,TRANSIT OPERATOR,59209.45,7868.41,694.17,20306.27,2021,PT,67772.02998291016,False,Standard
2203,Employee_2203,TRANSIT OPERATOR,63534.35,7896.09,2069.93,21468.95,2023,FT,73500.36993164063,False,Standard
2204,Employee_2204,GENERAL LABORER,78269.59,0.0,5569.13,31478.4,2022,FT,83838.7198828125,False,Medium
2205,Employee_2205,SENIOR CLERK,102995.1,0.0,2926.97,36963.01,2021,PT,105922.06997070313,False,Medium
2206,Employee_2206,ANIMAL CARE ATTENDANT,58373.63,6725.82,892.84,20731.29,2021,PT,65992.29002685547,False,Standard
2207,Employee_2207,REGISTERED NURSE,79377.39,0.0,3118.48,22428.57,2022,FT,82495.86998046875,False,Medium
2208,Employee_2208,RECREATION LEADER,66358.42,7414.82,4811.04,29970.76,2022,FT,78584.28003906249,False,Medium
2209,Employee_2209,FIREFIGHTER,20000.0,0.0,8228.54,7289.27,2021,PT,28228.5400390625,False,Standard
2210,Employee_2210,REGISTERED NURSE,60305.96,0.0,2925.54,18079.76,2019,PT,63231.5000390625,False,Standard
2211,Employee_2211,ASSISTANT MEDICAL EXAMINER,91579.77,9879.57,247.78,34908.0,2019,FT,101707.1199987793,False,Medium
2212,Employee_2212,ANIMAL CARE ATTENDANT,36363.88,0.0,3048.37,14005.02,2019,FT,39412.2501171875,False,Standard
2213,Employee_2213,DIRECTOR OF PUBLIC WORKS,122831.5,3269.53,843.02,46991.32,2021,FT,126944.05001953125,True,Medium
2214,Employee_2214,REGISTERED NURSE,101705.22,3766.1,1006.4,33172.46,2022,FT,106477.72002441407,False,Medium
2215,Employee_2215,REGISTERED NURSE,54787.74,0.0,822.82,16795.0,2023,FT,55610.56000732422,False,Standard
2216,Employee_2216,ELECTRICAL TRANSIT SYSTEM MECHANIC,70042.98,0.0,2239.82,21199.3,2020,FT,72282.80006835937,False,Standard
2217,Employee_2217,SENIOR CLERK,57095.58,7806.28,4314.95,23202.46,2022,PT,69216.8101953125,False,Standard
2218,Employee_2218,CHIEF INVESTMENT OFFICER,184580.32,6353.54,2792.97,58562.72,2022,FT,193726.82997070314,True,High
2219,Employee_2219,CUSTODIAN,68333.35,2938.34,5063.86,22840.68,2019,PT,76335.54986328125,False,Medium
2220,Employee_2220,FIREFIGHTER,70932.54,0.0,960.65,18155.45,2020,FT,71893.19002441406,False,Standard
2221,Employee_2221,ACCOUNTANT INTERN,97086.01,10583.12,3604.68,,2020,FT,111273.80993164062,False,Medium
2222,Employee_2222,POLICE OFFICER 3,83229.57,0.0,4869.94,24405.66,2023,FT,88099.50994140626,False,Medium
2223,Employee_2223,TRANSIT OPERATOR,52487.43,0.0,2049.74,15850.18,2023,FT,54537.169990234375,False,Standard
2224,Employee_2224,ELECTRICAL TRANSIT SYSTEM MECHANIC,57054.44,2837.87,1104.3,23679.67,2023,FT,60996.61004882813,False,Standard
2226,Employee_2226,HEAD LIBRARIAN,86276.37,4212.22,750.14,30721.99,2021,PT,91238.73001464843,True,Medium
2227,Employee_2227,SOCIAL WORKER,27655.13,0.0,5611.73,11614.2,2020,PT,33266.859980468755,False,Standard
2228,Employee_2228,ACCOUNTANT INTERN,68935.18,553.2,7629.6,20402.26,2022,PT,77117.98009765624,False,Medium
2229,Employee_2229,CUSTODIAN,40395.75,0.0,6349.44,17356.35,2019,PT,46745.18994140625,False,Standard
2230,Employee_2230,CHIEF INVESTMENT OFFICER,184186.14,2936.92,4454.69,55081.67,2020,FT,191577.74994140628,True,High
2231,Employee_2231,HEAD LIBRARIAN,110303.63,0.0,688.92,43668.03,2019,PT,110992.54998291016,True,Medium
2232,Employee_2232,SPECIAL NURSE,51896.5,0.0,2012.48,15348.22,2021,FT,53908.97998046875,False,Standard
2233,Employee_2233,ACCOUNTANT INTERN,56027.35,10463.61,3389.17,24025.11,2020,FT,69880.12992187499,False,Standard
2234,Employee_2234,REGISTERED NURSE,32212.05,0.0,3181.94,11743.68,2019,PT,35393.98994140625,False,Standard
2235,Employee_2235,DIRECTOR OF PUBLIC WORKS,81618.3,2804.41,3230.33,23794.77,2020,PT,87653.040078125,True,Medium
2236,Employee_2236,ANIMAL CARE ATTENDANT,90326.46,0.0,5920.37,29301.3,2023,FT,96246.8301171875,False,Medium
2238,Employee_2238,DEPUTY SHERIFF,84527.93,0.0,2462.22,24521.5,2023,FT,86990.14997070312,False,Medium
2239,Employee_2239,SENIOR CLERK,88606.89,317.28,1310.92,35591.3,2023,PT,90235.09004394531,False,Medium
2241,Employee_2241,FIREFIGHTER,50870.08,0.0,467.64,17660.6,2020,FT,51337.72001464844,False,Standard
2243,Employee_2243,SENIOR CLERK,86092.53,0.0,936.18,27902.86,2023,PT,87028.70999267578,False,Medium
2244,Employee_2244,REGISTERED NURSE,112312.6,93.46,3232.6,40277.42,2023,PT,115638.66009765626,False,Medium
2246,Employee_2246,RECREATION LEADER,35184.07,0.0,3194.57,13158.13,2020,FT,38378.640068359375,False,Standard
2247,Employee_2247,DIRECTOR OF PUBLIC WORKS,96357.62,0.0,998.75,32516.95,2021,FT,97356.37,True,Medium
2248,Employee_2248,POLICE OFFICER 3,56619.1,5393.48,435.91,21294.57,2023,FT,62448.49000366211,False,Standard
2249,Employee_2249,POLICE OFFICER 3,68403.07,5681.54,6394.7,24972.2,2023,FT,80479.3101953125,False,Medium
2250,Employee_2250,ELECTRICAL TRANSIT SYSTEM MECHANIC,68793.71,6509.09,3774.59,20610.02,2021,FT,79077.39008789063,False,Medium
2251,Employee_2251,CHIEF OF POLICE,233864.61,7273.98,5440.44,67551.5,2019,FT,246579.02994140625,True,High
2252,Employee_2252,ASSISTANT DEPUTY CHIEF 2,87219.8,3249.23,248.92,30935.33,2021,FT,90717.94999816894,True,Medium
2253,Employee_2253,DEPUTY SHERIFF,74579.4,3280.38,2152.0,31130.67,2022,PT,80011.78,False,Medium
2256,Employee_2256,ASSISTANT MEDICAL EXAMINER,72203.61,7964.63,1713.4,23566.29,2020,FT,81881.64002441407,False,Medium
2257,Employee_2257,ANIMAL CARE ATTENDANT,49103.82,5200.3,249.17,18235.04,2019,FT,54553.28999816895,False,Standard
2258,Employee_2258,HEAD LIBRARIAN,108194.59,7604.86,3197.18,43130.16,2020,FT,118996.62993164062,True,Medium
2259,Employee_2259,TRANSIT OPERATOR,80227.98,0.0,1964.18,29615.31,2022,FT,82192.16005371093,False,Medium
2260,Employee_2260,CHIEF INVESTMENT OFFICER,137793.62,0.0,3715.91,50764.12,2020,FT,141509.52991210937,True,Medium
2261,Employee_2261,TRANSIT OPERATOR,81404.02,648.01,2932.14,31175.47,2023,FT,84984.16989257812,False,Medium
2263,Employee_2263,TRANSIT OPERATOR,88739.33,213.4,3348.55,30130.52,2021,FT,92301.28004882812,False,Medium
2264,Employee_2264,CHIEF OF POLICE,128566.61,0.0,905.18,,2021,PT,129471.78999267578,True,Medium
2265,Employee_2265,REGISTERED NURSE,46564.83,3758.5,10.39,19539.08,2023,PT,50333.720000343325,False,Standard
2266,Employee_2266,SPECIAL NURSE,57999.89,0.0,3631.18,22645.22,2023,PT,61631.069931640624,False,Standard
2267,Employee_2267,ASSISTANT MEDICAL EXAMINER,65607.38,0.0,3761.04,18461.14,2021,FT,69368.4200390625,False,Standard
2268,Employee_2268,SENIOR ENGINEER,97560.99,0.0,478.19,28086.94,2022,FT,98039.18000244141,False,Medium
2270,Employee_2270,CHIEF INVESTMENT OFFICER,92313.6,6983.72,1451.08,39738.83,2021,FT,100748.3999560547,True,Medium
2271,Employee_2271,CUSTODIAN,46236.03,916.57,343.98,,2019,FT,47496.58001098633,False,Standard
2273,Employee_2273,CUSTODIAN,65300.99,1888.21,2949.43,21125.27,2020,PT,70138.62993164062,False,Standard
2274,Employee_2274,SENIOR CLERK,52788.7,2741.73,2043.8,19975.44,2021,PT,57574.230048828125,False,Standard
2275,Employee_2275,POLICE OFFICER 3,49989.49,4454.83,798.17,19186.05,2022,FT,55242.489982910156,False,Standard
2276,Employee_2276,ELECTRICAL TRANSIT SYSTEM MECHANIC,62121.96,1497.41,4216.97,19407.21,2020,FT,67836.34021484375,False,Standard
2277,Employee_2277,FIREFIGHTER,43281.65,11613.67,165.19,20255.19,2020,PT,55060.510002441406,False,Standard
2278,Employee_2278,SPECIAL NURSE,77595.04,0.0,41.76,20472.0,2023,FT,77636.79999832153,False,Medium
2279,Employee_2279,GENERAL LABORER,84804.46,3089.94,4317.84,34369.42,2020,FT,92212.23984375001,False,Medium
2280,Employee_2280,ASSISTANT MEDICAL EXAMINER,59011.46,0.0,3161.97,17520.16,2019,FT,62173.429970703124,False,Standard
2281,Employee_2281,ANIMAL CARE ATTENDANT,61259.45,0.0,5510.34,22597.36,2022,FT,66769.78984375,False,Standard
2282,Employee_2282,GENERAL LABORER,80748.6,3734.92,1526.69,,2022,FT,86010.20994140625,False,Medium
2283,Employee_2283,CUSTODIAN,55720.1,6450.11,2376.56,22040.59,2023,PT,64546.77005859375,False,Standard
2284,Employee_2284,ANIMAL CARE ATTENDANT,54345.32,0.0,981.21,,2022,FT,55326.530021972656,False,Standard
2285,Employee_2285,ASSISTANT MEDICAL EXAMINER,93929.97,0.0,2481.09,32330.92,2023,FT,96411.06008789063,False,Medium
2288,Employee_2288,RECREATION LEADER,88512.89,0.0,926.4,33446.57,2023,FT,89439.29002441406,False,Medium
2290,Employee_2290,ELECTRICAL TRANSIT SYSTEM MECHANIC,97076.71,1422.39,7674.87,34494.77,2020,FT,106173.9701171875,False,Medium
2291,Employee_2291,ELECTRICAL TRANSIT SYSTEM MECHANIC,77841.24,14657.92,530.64,31931.23,2023,FT,93029.80001464844,False,Medium
2292,Employee_2292,CUSTODIAN,90215.63,9436.06,3768.28,32590.88,2023,FT,103419.97002929688,False,Medium
2293,Employee_2293,FIREFIGHTER,77743.24,0.0,1272.13,30030.7,2020,FT,79015.37000488282,False,Medium
2294,Employee_2294,SENIOR ENGINEER,92272.05,0.0,7873.7,31095.13,2022,PT,100145.7501953125,False,Medium
2295,Employee_2295,SENIOR ENGINEER,83841.96,4137.12,1348.47,34961.27,2023,PT,89327.54997070313,False,Medium
2296,Employee_2296,ANIMAL CARE ATTENDANT,77342.89,35.88,1677.49,30163.18,2022,FT,79056.25999023438,False,Medium
2297,Employee_2297,POLICE OFFICER 3,63765.04,0.0,4517.69,21383.64,2019,FT,68282.72994140626,False,Standard
2299,Employee_2299,FIREFIGHTER,38270.87,0.0,1355.02,13928.27,2019,FT,39625.89001953125,False,Standard
2300,Employee_2300,SOCIAL WORKER,59168.48,0.0,4779.94,23232.21,2023,FT,63948.41994140625,False,Standard
2301,Employee_2301,DEPUTY SHERIFF,110896.46,0.0,3415.66,31764.96,2019,FT,114312.11991210938,False,Medium
2302,Employee_2302,POLICE OFFICER 3,57478.39,0.0,2865.88,17267.92,2023,FT,60344.2698828125,False,Standard
2303,Employee_2303,ASSISTANT DEPUTY CHIEF 2,117407.39,2223.13,1583.66,32962.73,2019,FT,121214.18003417969,True,Medium
2304,Employee_2304,SOCIAL WORKER,52348.38,0.0,961.81,19410.44,2021,FT,53310.18999755859,False,Standard
2305,Employee_2305,ACCOUNTANT INTERN,76716.91,5391.63,4751.51,,2020,FT,86860.04976562501,False,Medium
2306,Employee_2306,REGISTERED NURSE,55274.7,6464.89,990.61,,2023,FT,62730.19998535156,False,Standard
2307,Employee_2307,CUSTODIAN,66287.78,5190.16,5693.76,25507.66,2020,FT,77171.699765625,False,Medium
2308,Employee_2308,POLICE OFFICER 3,86977.33,3071.58,1141.44,33251.28,2022,FT,91190.34994140625,False,Medium
2309,Employee_2309,CUSTODIAN,56024.73,0.0,6301.35,24435.21,2019,FT,62326.08009765625,False,Standard
2310,Employee_2310,ASSISTANT DEPUTY CHIEF 2,154390.0,0.0,3416.12,43677.33,2021,FT,157806.1201171875,True,High
2311,Employee_2311,DEPUTY SHERIFF,86444.59,12830.04,905.6,29618.23,2023,PT,100180.22997558594,False,Medium
2312,Employee_2312,SPECIAL NURSE,91099.12,0.0,3526.94,28600.82,2023,PT,94626.05994140625,False,Medium
2313,Employee_2313,CHIEF OF POLICE,131059.48,0.0,49.09,45068.13,2020,FT,131108.57000015257,True,Medium
2314,Employee_2314,SPECIAL NURSE,134825.18,0.0,2100.28,37033.25,2020,FT,136925.46002929687,False,Medium
2315,Employee_2315,FIREFIGHTER,91090.67,2820.93,540.12,26353.39,2021,FT,94451.71999511718,False,Medium
2316,Employee_2316,TRANSIT OPERATOR,76497.55,0.0,1601.26,28667.38,2021,FT,78098.81000976563,False,Medium
2317,Employee_2317,SPECIAL NURSE,52481.51,5119.56,4824.29,20682.02,2021,FT,62425.3600390625,False,Standard
2319,Employee_2319,RECREATION LEADER,98526.54,2999.23,1376.1,31721.04,2022,FT,102901.86997558593,False,Medium
2320,Employee_2320,ANIMAL CARE ATTENDANT,104190.69,0.0,1204.29,28475.0,2020,FT,105394.9800390625,False,Medium
2321,Employee_2321,REGISTERED NURSE,99566.58,11870.02,2812.33,34777.77,2020,FT,114248.930078125,False,Medium
2322,Employee_2322,TRANSIT OPERATOR,85703.85,2786.56,3029.56,28373.93,2023,FT,91519.97005859375,False,Medium
2323,Employee_2323,GENERAL LABORER,44886.8,4932.19,23.33,13298.76,2022,FT,49842.31999992371,False,Standard
2324,Employee_2324,HEAD LIBRARIAN,119614.85,0.0,6773.95,32731.54,2020,FT,126388.8001953125,True,Medium
2325,Employee_2325,SENIOR ENGINEER,58723.54,444.6,4440.48,24313.78,2023,FT,63608.61998046875,False,Standard
2326,Employee_2326,RECREATION LEADER,40250.58,5162.26,123.27,17447.03,2020,PT,45536.10999664307,False,Standard
2327,Employee_2327,GENERAL LABORER,74783.17,0.0,166.77,,2021,FT,74949.94000427246,False,Standard
2328,Employee_2328,POLICE OFFICER 3,80463.99,0.0,1316.56,28310.84,2020,FT,81780.55005859376,False,Medium
2330,Employee_2330,POLICE OFFICER 3,79942.72,0.0,5768.47,31843.53,2021,PT,85711.19021484375,False,Medium
2331,Employee_2331,SPECIAL NURSE,80631.72,0.0,4953.57,32687.96,2021,FT,85585.28982421875,False,Medium
2333,Employee_2333,DEPUTY SHERIFF,67900.47,0.0,4033.72,24599.57,2020,PT,71934.18997070313,False,Standard
2334,Employee_2334,RECREATION LEADER,39857.66,12024.06,4468.93,,2023,FT,56350.65017578125,False,Standard
2335,Employee_2335,ASSISTANT DEPUTY CHIEF 2,53878.71,3077.04,2174.78,,2022,FT,59130.530029296875,True,Standard
2336,Employee_2336,ASSISTANT DEPUTY CHIEF 2,152663.14,1947.09,3207.86,51273.62,2019,FT,157818.0901074219,True,High
2337,Employee_2337,SENIOR CLERK,71418.77,7999.71,3782.56,,2022,FT,83201.04005859376,False,Medium
2339,Employee_2339,TRANSIT OPERATOR,92166.95,0.0,336.41,29648.53,2020,FT,92503.3600036621,False,Medium
2340,Employee_2340,SPECIAL NURSE,57613.65,20521.46,33.13,21624.48,2021,FT,78168.24000106812,False,Medium
2341,Employee_2341,ELECTRICAL TRANSIT SYSTEM MECHANIC,81806.22,0.0,1134.22,28054.37,2020,FT,82940.43997070313,False,Medium
2342,Employee_2342,ELECTRICAL TRANSIT SYSTEM MECHANIC,56776.87,10785.63,119.99,24995.09,2022,PT,67682.48999786377,False,Standard
2343,Employee_2343,ASSISTANT DEPUTY CHIEF 2,59548.36,2157.57,2419.3,,2021,FT,64125.230048828125,True,Standard
2344,Employee_2344,SENIOR ENGINEER,94206.04,1957.47,4027.86,33007.97,2021,FT,100191.37010742187,False,Medium
2345,Employee_2345,DIRECTOR OF PUBLIC WORKS,102990.29,0.0,3039.22,39989.84,2020,FT,106029.50997070312,True,Medium
2346,Employee_2346,DEPUTY SHERIFF,61198.22,8271.76,2018.1,17987.35,2020,FT,71488.07997558593,False,Standard
2347,Employee_2347,CUSTODIAN,109506.86,0.0,1277.25,37944.9,2021,FT,110784.11,False,Medium
2348,Employee_2348,SENIOR ENGINEER,51327.72,0.0,1447.14,16436.93,2021,FT,52774.86001464844,False,Standard
2349,Employee_2349,FIREFIGHTER,77657.42,0.0,2545.83,,2020,FT,80203.250078125,False,Medium
2350,Employee_2350,CHIEF OF POLICE,90186.94,0.0,1245.77,36293.0,2021,FT,91432.71001953125,True,Medium
2351,Employee_2351,ASSISTANT DEPUTY CHIEF 2,158697.41,2920.86,2061.98,50834.51,2020,FT,163680.24998046874,True,High
2352,Employee_2352,SENIOR ENGINEER,98759.21,0.0,3559.17,30725.13,2021,FT,102318.379921875,False,Medium
2353,Employee_2353,SENIOR ENGINEER,100862.95,0.0,2601.89,,2019,FT,103464.83989257812,False,Medium
2354,Employee_2354,SENIOR CLERK,66432.87,2037.45,1302.01,27885.55,2021,FT,69772.33000976562,False,Standard
2355,Employee_2355,CUSTODIAN,54688.24,8574.06,1021.77,24325.59,2022,FT,64284.070019531246,False,Standard
2356,Employee_2356,GENERAL LABORER,88545.01,0.0,1630.15,23490.26,2023,FT,90175.16002441406,False,Medium
2357,Employee_2357,ELECTRICAL TRANSIT SYSTEM MECHANIC,105415.95,6813.53,2758.15,38505.11,2022,FT,114987.62990234375,False,Medium
2358,Employee_2358,FIREFIGHTER,79606.16,2848.21,6795.71,24285.86,2022,FT,89250.07996093751,False,Medium
2359,Employee_2359,HEAD LIBRARIAN,78077.38,13394.73,2798.48,33689.22,2019,FT,94270.58998046875,True,Medium
2360,Employee_2360,FIREFIGHTER,76778.77,1491.55,4629.74,26744.6,2020,FT,82900.060234375,False,Medium
2361,Employee_2361,HEAD LIBRARIAN,177824.16,5071.67,5536.47,,2022,FT,188432.30021484377,True,High
2363,Employee_2363,CHIEF INVESTMENT OFFICER,178626.27,1243.75,4128.61,71134.12,2021,FT,183998.62986328124,True,High
2364,Employee_2364,REGISTERED NURSE,55193.41,0.0,9309.18,19426.84,2023,FT,64502.5896875,False,Standard
2366,Employee_2366,SPECIAL NURSE,82391.3,0.0,5871.15,34579.56,2019,FT,88262.44990234375,False,Medium
2367,Employee_2367,GENERAL LABORER,77946.57,0.0,5252.47,22569.39,2019,PT,83199.04021484376,False,Medium
2368,Employee_2368,POLICE OFFICER 3,54672.23,10672.09,690.53,21214.21,2021,FT,66034.85002929688,False,Standard
2369,Employee_2369,POLICE OFFICER 3,53809.65,408.7,920.75,18289.73,2022,FT,55139.1,False,Standard
2371,Employee_2371,TRANSIT OPERATOR,93831.02,0.0,4362.11,27161.47,2022,FT,98193.12986328125,False,Medium
2373,Employee_2373,SPECIAL NURSE,106078.61,0.0,456.95,29605.21,2020,FT,106535.56001220703,False,Medium
2374,Employee_2374,ELECTRICAL TRANSIT SYSTEM MECHANIC,72692.39,4481.08,3611.83,26353.7,2020,FT,80785.300078125,False,Medium
2375,Employee_2375,ASSISTANT MEDICAL EXAMINER,63776.02,0.0,691.53,24259.34,2022,FT,64467.55002929687,False,Standard
2376,Employee_2376,CHIEF INVESTMENT OFFICER,174635.67,956.85,1013.05,47509.34,2022,FT,176605.569987793,True,High
2377,Employee_2377,RECREATION LEADER,84261.39,4050.2,2321.32,32183.1,2019,FT,90632.91006835937,False,Medium
2379,Employee_2379,CHIEF INVESTMENT OFFICER,88789.12,4734.29,525.35,24009.11,2021,FT,94048.75997558593,True,Medium
2380,Employee_2380,HEAD LIBRARIAN,119757.91,0.0,6604.95,41749.76,2021,PT,126362.8601953125,True,Medium
2381,Employee_2381,POLICE OFFICER 3,66454.51,841.79,1387.29,19767.22,2019,FT,68683.59003906249,False,Standard
2382,Employee_2382,SENIOR CLERK,90312.82,357.0,921.12,31213.1,2023,FT,91590.9399951172,False,Medium
2383,Employee_2383,ACCOUNTANT INTERN,91450.67,0.0,1474.62,28100.46,2020,FT,92925.28999511719,False,Medium
2384,Employee_2384,ELECTRICAL TRANSIT SYSTEM MECHANIC,85180.74,6877.71,3363.36,33394.57,2020,FT,95421.81010742189,False,Medium
2385,Employee_2385,POLICE OFFICER 3,96597.46,10605.08,1101.59,41997.69,2019,FT,108304.12996582032,False,Medium
2387,Employee_2387,CHIEF INVESTMENT OFFICER,135122.33,7171.32,2767.46,56715.42,2020,PT,145061.1099609375,True,Medium
2388,Employee_2388,CHIEF INVESTMENT OFFICER,151008.79,0.0,3365.97,43324.71,2023,FT,154374.75997070313,True,High
2389,Employee_2389,CHIEF INVESTMENT OFFICER,71042.91,0.0,7382.77,20438.06,2021,FT,78425.68001953125,True,Medium
2390,Employee_2390,SOCIAL WORKER,56902.09,7132.12,6382.44,19639.57,2023,FT,70416.64994140624,False,Standard
2391,Employee_2391,SENIOR CLERK,69147.39,0.0,401.69,25888.78,2019,FT,69549.0800024414,False,Standard
2392,Employee_2392,FIREFIGHTER,70433.96,0.0,1367.28,25247.72,2019,FT,71801.24002929688,False,Standard
2393,Employee_2393,DIRECTOR OF PUBLIC WORKS,174347.03,7263.59,2684.15,72911.64,2023,FT,184294.76990234375,True,High
2394,Employee_2394,FIREFIGHTER,110451.79,0.0,2277.59,40185.1,2023,FT,112729.38008789062,False,Medium
2395,Employee_2395,SENIOR CLERK,69828.52,5428.24,6092.85,,2021,FT,81349.61009765626,False,Medium
2397,Employee_2397,ACCOUNTANT INTERN,81175.96,9186.33,6865.42,38280.42,2023,PT,97227.70992187501,False,Medium
2399,Employee_2399,DEPUTY SHERIFF,77979.59,17473.42,1663.39,32387.92,2023,FT,97116.40001464843,False,Medium
2400,Employee_2400,SENIOR ENGINEER,98897.31,17427.69,5801.64,45658.86,2023,FT,122126.64013671875,False,Medium
2401,Employee_2401,TRANSIT OPERATOR,103751.4,0.0,1030.28,29009.51,2023,FT,104781.68002929687,False,Medium
2403,Employee_2403,SENIOR ENGINEER,63436.0,3492.71,5277.98,28877.9,2022,FT,72206.68998046876,False,Standard
2404,Employee_2404,ASSISTANT DEPUTY CHIEF 2,154645.96,0.0,331.86,54206.75,2021,FT,154977.81998535155,True,High
2405,Employee_2405,ELECTRICAL TRANSIT SYSTEM MECHANIC,87847.47,0.0,1785.22,25041.88,2019,FT,89632.68997070313,False,Medium
2406,Employee_2406,RECREATION LEADER,76299.35,5321.11,2376.13,22818.98,2020,FT,83996.5898828125,False,Medium
2407,Employee_2407,GENERAL LABORER,92628.49,0.0,3750.3,37964.78,2022,FT,96378.79004882813,False,Medium
2408,Employee_2408,ASSISTANT MEDICAL EXAMINER,73761.48,10772.95,3166.34,33387.94,2023,FT,87700.77008789062,False,Medium
2409,Employee_2409,SENIOR CLERK,96212.16,3811.97,5184.99,,2021,PT,105209.120234375,False,Medium
2411,Employee_2411,ASSISTANT DEPUTY CHIEF 2,53343.21,482.8,2292.21,18267.07,2019,FT,56118.2199609375,True,Standard
2412,Employee_2412,SPECIAL NURSE,68392.03,6926.87,5058.26,,2021,FT,80377.159765625,False,Medium
2413,Employee_2413,ACCOUNTANT INTERN,56634.99,0.0,10603.89,18451.9,2021,PT,67238.87964843749,False,Standard
2414,Employee_2414,DIRECTOR OF PUBLIC WORKS,78660.77,5619.85,3580.77,24374.63,2023,FT,87861.39001953126,True,Medium
2415,Employee_2415,GENERAL LABORER,98680.37,5720.99,2410.38,34911.57,2020,PT,106811.7398828125,False,Medium
2416,Employee_2416,CHIEF OF POLICE,144151.47,1062.16,2835.92,44396.57,2020,PT,148049.549921875,True,Medium
